date,time,cash_type,card,price,coffee_name
2024-04-17,13:37,card,ANON-0000-0000-1197,2.832,Americano with Milk
2024-04-17,08:51,card,ANON-0000-0000-0888,3.282,Hot Chocolate
2024-04-17,20:13,card,ANON-0000-0000-0428,3.282,Cocoa
2024-04-17,07:32,card,ANON-0000-0000-0833,2.832,Americano with Milk
2024-04-17,18:28,card,ANON-0000-0000-0846,2.382,Americano
2024-04-17,10:41,card,ANON-0000-0000-0503,2.382,Americano
2024-04-18,08:57,card,ANON-0000-0000-0451,3.282,Cappuccino
2024-04-18,15:26,card,ANON-0000-0000-1121,3.282,Cocoa
2024-04-18,07:14,card,ANON-0000-0000-0924,2.832,Americano with Milk
2024-04-18,10:59,card,ANON-0000-0000-0161,2.382,Americano
2024-04-18,08:12,card,ANON-0000-0000-0646,3.282,Hot Chocolate
2024-04-18,17:22,card,ANON-0000-0000-0229,2.382,Americano
2024-04-18,18:58,card,ANON-0000-0000-0828,2.382,Cortado
2024-04-18,09:37,card,ANON-0000-0000-0756,2.832,Americano with Milk
2024-04-18,07:16,card,ANON-0000-0000-0802,2.382,Cortado
2024-04-18,15:08,card,ANON-0000-0000-0360,2.382,Cortado
2024-04-18,14:51,card,ANON-0000-0000-0131,2.382,Cortado
2024-04-18,18:10,card,ANON-0000-0000-0252,1.812,Espresso
2024-04-18,07:38,card,ANON-0000-0000-0450,2.832,Americano with Milk
2024-04-18,08:36,card,ANON-0000-0000-1148,3.282,Latte
2024-04-18,08:29,card,ANON-0000-0000-0387,3.282,Cappuccino
2024-04-18,07:03,card,ANON-0000-0000-0936,2.382,Americano
2024-04-18,12:17,cash,,3.282,Cappuccino
2024-04-18,17:14,card,ANON-0000-0000-1056,2.382,Cortado
2024-04-18,08:42,card,ANON-0000-0000-0185,3.282,Cappuccino
2024-04-18,13:57,card,ANON-0000-0000-0809,3.282,Latte
2024-04-18,13:40,card,ANON-0000-0000-0002,2.382,Cortado
2024-04-18,08:51,card,ANON-0000-0000-0830,3.282,Latte
2024-04-18,19:11,card,ANON-0000-0000-0520,3.282,Latte
2024-04-19,10:14,card,ANON-0000-0000-0979,3.282,Hot Chocolate
2024-04-19,15:37,card,ANON-0000-0000-0327,3.282,Cappuccino
2024-04-19,07:37,card,ANON-0000-0000-0092,3.282,Hot Chocolate
2024-04-19,11:08,card,ANON-0000-0000-0660,2.832,Americano with Milk
2024-04-19,14:47,cash,,3.282,Latte
2024-04-19,15:53,card,ANON-0000-0000-1166,2.382,Cortado
2024-04-19,11:43,card,ANON-0000-0000-1155,2.832,Americano with Milk
2024-04-19,20:57,card,ANON-0000-0000-0394,2.382,Americano
2024-04-19,09:00,cash,,2.832,Americano with Milk
2024-04-19,10:16,card,ANON-0000-0000-0624,3.282,Cappuccino
2024-04-19,18:23,card,ANON-0000-0000-0068,2.382,Americano
2024-04-19,12:12,card,ANON-0000-0000-1154,2.832,Americano with Milk
2024-04-20,08:00,card,ANON-0000-0000-0293,1.812,Espresso
2024-04-20,13:25,card,ANON-0000-0000-0869,3.282,Latte
2024-04-20,17:07,card,ANON-0000-0000-0856,3.282,Latte
2024-04-20,14:25,card,ANON-0000-0000-0509,3.282,Cappuccino
2024-04-20,09:08,card,ANON-0000-0000-0396,3.282,Latte
2024-04-20,08:09,card,ANON-0000-0000-0318,2.832,Americano with Milk
2024-04-21,08:57,cash,,2.832,Americano with Milk
2024-04-21,11:04,card,ANON-0000-0000-1002,3.282,Latte
2024-04-21,10:59,card,ANON-0000-0000-0042,3.282,Latte
2024-04-21,10:32,card,ANON-0000-0000-0752,3.282,Latte
2024-04-21,11:08,card,ANON-0000-0000-1187,2.832,Americano with Milk
2024-04-21,08:38,card,ANON-0000-0000-0700,3.282,Cappuccino
2024-04-22,20:34,card,ANON-0000-0000-0681,2.832,Americano with Milk
2024-04-22,08:09,card,ANON-0000-0000-0228,3.282,Cappuccino
2024-04-22,18:49,card,ANON-0000-0000-0218,3.282,Cocoa
2024-04-22,10:16,card,ANON-0000-0000-0771,3.282,Latte
2024-04-22,10:11,card,ANON-0000-0000-1072,3.282,Latte
2024-04-22,10:59,card,ANON-0000-0000-0487,3.282,Latte
2024-04-22,08:16,card,ANON-0000-0000-1053,3.282,Latte
2024-04-22,15:02,card,ANON-0000-0000-0038,2.832,Americano with Milk
2024-04-22,14:44,card,ANON-0000-0000-1168,3.282,Latte
2024-04-22,12:51,card,ANON-0000-0000-0032,3.282,Cappuccino
2024-04-22,11:17,card,ANON-0000-0000-0282,2.832,Americano with Milk
2024-04-22,10:43,card,ANON-0000-0000-0511,2.382,Americano
2024-04-22,09:40,cash,,3.282,Hot Chocolate
2024-04-22,09:52,card,ANON-0000-0000-0940,2.382,Americano
2024-04-22,13:04,card,ANON-0000-0000-0693,3.282,Cocoa
2024-04-22,12:30,card,ANON-0000-0000-0135,2.832,Americano with Milk
2024-04-22,14:55,card,ANON-0000-0000-1178,3.282,Latte
2024-04-22,12:00,card,ANON-0000-0000-0098,3.282,Cappuccino
2024-04-22,16:34,card,ANON-0000-0000-0453,3.282,Cappuccino
2024-04-23,09:26,cash,,3.282,Hot Chocolate
2024-04-23,16:34,card,ANON-0000-0000-0060,2.382,Americano
2024-04-23,17:04,card,ANON-0000-0000-1185,2.832,Americano with Milk
2024-04-23,11:14,card,ANON-0000-0000-0309,2.832,Americano with Milk
2024-04-23,12:13,card,ANON-0000-0000-0939,2.382,Cortado
2024-04-23,15:10,card,ANON-0000-0000-0741,2.382,Cortado
2024-04-23,11:55,card,ANON-0000-0000-0241,3.282,Cocoa
2024-04-23,10:43,card,ANON-0000-0000-0245,3.282,Hot Chocolate
2024-04-23,15:46,card,ANON-0000-0000-1145,3.282,Cappuccino
2024-04-23,08:52,card,ANON-0000-0000-0866,3.282,Cocoa
2024-04-23,11:55,card,ANON-0000-0000-0952,3.282,Cappuccino
2024-04-23,10:45,card,ANON-0000-0000-0399,3.282,Cappuccino
2024-04-24,11:55,card,ANON-0000-0000-1104,3.282,Latte
2024-04-24,08:04,card,ANON-0000-0000-0824,3.282,Latte
2024-04-24,14:31,card,ANON-0000-0000-0649,2.832,Americano with Milk
2024-04-24,14:09,card,ANON-0000-0000-0080,2.382,Americano
2024-04-24,08:12,card,ANON-0000-0000-0200,2.382,Cortado
2024-04-24,16:15,card,ANON-0000-0000-0986,2.382,Americano
2024-04-24,14:59,card,ANON-0000-0000-0115,3.282,Cocoa
2024-04-24,12:06,card,ANON-0000-0000-0918,2.382,Americano
2024-04-24,09:35,card,ANON-0000-0000-0248,2.832,Americano with Milk
2024-04-24,08:53,card,ANON-0000-0000-0440,2.382,Americano
2024-04-24,09:00,card,ANON-0000-0000-0526,3.282,Latte
2024-04-24,15:56,card,ANON-0000-0000-1195,3.282,Cappuccino
2024-04-24,08:32,card,ANON-0000-0000-0035,3.282,Cappuccino
2024-04-24,17:18,card,ANON-0000-0000-0882,2.382,Americano
2024-04-25,14:35,card,ANON-0000-0000-1051,2.382,Cortado
2024-04-25,16:24,card,ANON-0000-0000-0590,3.282,Latte
2024-04-25,11:52,card,ANON-0000-0000-0386,1.812,Espresso
2024-04-25,17:33,card,ANON-0000-0000-0852,2.382,Americano
2024-04-25,19:59,card,ANON-0000-0000-0183,2.832,Americano with Milk
2024-04-25,12:31,card,ANON-0000-0000-0380,3.282,Cappuccino
2024-04-25,14:22,card,ANON-0000-0000-1181,2.382,Americano
2024-04-25,15:57,card,ANON-0000-0000-0307,3.282,Latte
2024-04-25,16:14,card,ANON-0000-0000-0400,3.282,Cappuccino
2024-04-25,10:12,card,ANON-0000-0000-1099,2.382,Cortado
2024-04-25,14:03,card,ANON-0000-0000-1015,2.832,Americano with Milk
2024-04-25,08:18,card,ANON-0000-0000-0279,3.282,Hot Chocolate
2024-04-25,19:46,card,ANON-0000-0000-1065,1.812,Espresso
2024-04-26,12:33,card,ANON-0000-0000-0128,2.382,Americano
2024-04-26,17:45,cash,,3.282,Latte
2024-04-26,12:38,card,ANON-0000-0000-0265,2.382,Americano
2024-04-26,18:25,card,ANON-0000-0000-0860,3.282,Hot Chocolate
2024-04-26,15:39,card,ANON-0000-0000-0800,2.382,Cortado
2024-04-26,15:41,card,ANON-0000-0000-0822,2.832,Americano with Milk
2024-04-26,17:05,card,ANON-0000-0000-1126,2.832,Americano with Milk
2024-04-26,14:18,card,ANON-0000-0000-1034,1.812,Espresso
2024-04-26,16:00,card,ANON-0000-0000-0059,3.282,Cappuccino
2024-04-26,11:35,card,ANON-0000-0000-0741,1.812,Espresso
2024-04-26,12:46,card,ANON-0000-0000-1153,2.382,Cortado
2024-04-26,09:46,card,ANON-0000-0000-0105,3.282,Cappuccino
2024-04-26,16:38,card,ANON-0000-0000-0104,3.282,Cocoa
2024-04-26,09:35,card,ANON-0000-0000-0493,3.282,Cappuccino
2024-04-26,11:40,card,ANON-0000-0000-0674,2.832,Americano with Milk
2024-04-26,09:42,card,ANON-0000-0000-0528,3.282,Cocoa
2024-04-27,13:40,card,ANON-0000-0000-0467,2.382,Americano
2024-04-27,08:47,card,ANON-0000-0000-0588,2.382,Cortado
2024-04-27,10:42,card,ANON-0000-0000-0024,3.282,Cappuccino
2024-04-27,15:37,card,ANON-0000-0000-0398,2.832,Americano with Milk
2024-04-27,10:34,card,ANON-0000-0000-0451,1.812,Espresso
2024-04-27,08:58,card,ANON-0000-0000-0589,2.382,Cortado
2024-04-28,14:53,card,ANON-0000-0000-0781,1.812,Espresso
2024-04-28,10:12,card,ANON-0000-0000-0590,3.282,Cocoa
2024-04-28,17:51,card,ANON-0000-0000-1039,3.282,Cocoa
2024-04-28,16:16,card,ANON-0000-0000-0345,1.812,Espresso
2024-04-28,11:55,card,ANON-0000-0000-0487,2.832,Americano with Milk
2024-04-28,14:25,card,ANON-0000-0000-0967,2.382,Americano
2024-04-28,08:46,card,ANON-0000-0000-0186,3.282,Hot Chocolate
2024-04-28,13:21,card,ANON-0000-0000-0088,3.282,Cappuccino
2024-04-28,17:25,card,ANON-0000-0000-0721,2.382,Cortado
2024-04-29,10:33,card,ANON-0000-0000-1031,3.282,Latte
2024-04-29,16:49,card,ANON-0000-0000-0390,2.382,Cortado
2024-04-29,17:58,card,ANON-0000-0000-0760,2.382,Cortado
2024-04-29,10:59,card,ANON-0000-0000-0968,2.382,Americano
2024-04-29,15:31,card,ANON-0000-0000-1163,2.832,Americano with Milk
2024-04-29,14:04,card,ANON-0000-0000-0099,2.832,Americano with Milk
2024-04-29,15:17,card,ANON-0000-0000-0793,3.282,Cocoa
2024-04-29,15:29,card,ANON-0000-0000-0388,3.282,Latte
2024-04-29,14:53,card,ANON-0000-0000-1003,2.832,Americano with Milk
2024-04-29,08:21,card,ANON-0000-0000-0805,2.832,Americano with Milk
2024-04-30,10:32,card,ANON-0000-0000-0469,3.282,Latte
2024-04-30,10:37,card,ANON-0000-0000-1193,3.282,Latte
2024-04-30,10:43,card,ANON-0000-0000-0272,3.282,Latte
2024-04-30,10:42,card,ANON-0000-0000-0648,3.282,Cappuccino
2024-04-30,17:22,card,ANON-0000-0000-1066,3.282,Latte
2024-04-30,09:29,card,ANON-0000-0000-0030,2.832,Americano with Milk
2024-04-30,09:08,card,ANON-0000-0000-0727,2.832,Americano with Milk
2024-04-30,14:17,card,ANON-0000-0000-0555,3.282,Cappuccino
2024-04-30,10:41,card,ANON-0000-0000-0451,2.382,Cortado
2024-04-30,15:16,card,ANON-0000-0000-0021,3.282,Latte
2024-04-30,17:49,card,ANON-0000-0000-0996,2.832,Americano with Milk
2024-04-30,09:57,card,ANON-0000-0000-0652,3.282,Cappuccino
2024-04-30,18:23,card,ANON-0000-0000-0464,2.382,Americano
2024-04-30,08:05,card,ANON-0000-0000-1038,3.282,Hot Chocolate
2024-04-30,11:21,card,ANON-0000-0000-0815,3.282,Cappuccino
2024-04-30,10:37,card,ANON-0000-0000-0911,2.832,Americano with Milk
2024-05-01,17:50,card,ANON-0000-0000-0691,3.282,Latte
2024-05-01,11:33,card,ANON-0000-0000-0402,2.382,Americano
2024-05-01,08:38,card,ANON-0000-0000-0228,2.382,Americano
2024-05-01,15:15,cash,,3.282,Hot Chocolate
2024-05-01,15:17,card,ANON-0000-0000-0872,2.832,Americano with Milk
2024-05-01,18:44,card,ANON-0000-0000-0649,2.832,Americano with Milk
2024-05-01,08:27,card,ANON-0000-0000-0747,2.832,Americano with Milk
2024-05-01,15:19,card,ANON-0000-0000-0806,3.282,Hot Chocolate
2024-05-01,14:41,card,ANON-0000-0000-0828,3.282,Latte
2024-05-01,14:43,cash,,3.282,Latte
2024-05-01,10:35,card,ANON-0000-0000-0657,3.282,Latte
2024-05-02,12:16,cash,,3.282,Cocoa
2024-05-02,10:58,card,ANON-0000-0000-0552,2.382,Americano
2024-05-02,10:06,card,ANON-0000-0000-0956,3.282,Latte
2024-05-02,14:55,cash,,3.282,Latte
2024-05-02,12:30,card,ANON-0000-0000-0300,3.282,Latte
2024-05-02,15:05,card,ANON-0000-0000-1097,3.282,Latte
2024-05-02,09:47,card,ANON-0000-0000-0897,2.382,Americano
2024-05-02,09:14,card,ANON-0000-0000-0036,3.282,Hot Chocolate
2024-05-02,15:33,card,ANON-0000-0000-0184,3.282,Cappuccino
2024-05-02,09:13,card,ANON-0000-0000-0917,3.282,Latte
2024-05-02,10:59,card,ANON-0000-0000-0516,3.282,Hot Chocolate
2024-05-02,14:01,card,ANON-0000-0000-0332,2.382,Americano
2024-05-02,20:58,cash,,1.812,Espresso
2024-05-03,07:56,card,ANON-0000-0000-1072,2.382,Cortado
2024-05-03,14:33,card,ANON-0000-0000-0950,2.382,Americano
2024-05-03,11:14,cash,,2.832,Americano with Milk
2024-05-03,12:03,card,ANON-0000-0000-0282,3.282,Cappuccino
2024-05-03,08:16,card,ANON-0000-0000-1033,2.382,Americano
2024-05-03,10:57,card,ANON-0000-0000-0762,2.382,Cortado
2024-05-03,08:22,card,ANON-0000-0000-0829,2.832,Americano with Milk
2024-05-03,08:46,card,ANON-0000-0000-0453,2.382,Cortado
2024-05-03,08:03,card,ANON-0000-0000-0269,3.282,Latte
2024-05-03,07:00,card,ANON-0000-0000-0842,2.832,Americano with Milk
2024-05-03,17:58,card,ANON-0000-0000-0232,2.832,Americano with Milk
2024-05-04,08:59,card,ANON-0000-0000-0438,2.382,Americano
2024-05-04,08:01,card,ANON-0000-0000-0630,1.812,Espresso
2024-05-04,14:09,card,ANON-0000-0000-0412,2.382,Cortado
2024-05-05,08:31,card,ANON-0000-0000-0596,3.282,Latte
2024-05-05,18:38,card,ANON-0000-0000-0676,1.812,Espresso
2024-05-05,09:44,card,ANON-0000-0000-0024,2.382,Americano
2024-05-05,17:08,card,ANON-0000-0000-0601,2.382,Americano
2024-05-05,08:40,card,ANON-0000-0000-0479,2.382,Americano
2024-05-05,19:14,card,ANON-0000-0000-0700,2.382,Cortado
2024-05-05,08:27,card,ANON-0000-0000-0345,1.812,Espresso
2024-05-06,10:55,card,ANON-0000-0000-0259,3.282,Latte
2024-05-06,11:08,card,ANON-0000-0000-0568,2.832,Americano with Milk
2024-05-06,11:22,card,ANON-0000-0000-0783,2.382,Americano
2024-05-06,11:15,card,ANON-0000-0000-0065,2.832,Americano with Milk
2024-05-06,16:09,card,ANON-0000-0000-0120,3.282,Cappuccino
2024-05-06,09:12,card,ANON-0000-0000-0324,2.382,Americano
2024-05-06,12:35,card,ANON-0000-0000-0195,3.282,Latte
2024-05-06,07:40,card,ANON-0000-0000-0167,2.382,Cortado
2024-05-06,17:19,card,ANON-0000-0000-0824,2.382,Americano
2024-05-06,16:17,card,ANON-0000-0000-0940,2.832,Americano with Milk
2024-05-07,07:41,card,ANON-0000-0000-0218,3.282,Cappuccino
2024-05-07,15:20,card,ANON-0000-0000-0361,1.812,Espresso
2024-05-07,11:26,card,ANON-0000-0000-0941,3.282,Cappuccino
2024-05-07,11:01,card,ANON-0000-0000-0962,2.382,Cortado
2024-05-07,13:04,card,ANON-0000-0000-0118,1.812,Espresso
2024-05-07,20:17,card,ANON-0000-0000-0056,2.382,Americano
2024-05-07,15:57,card,ANON-0000-0000-0259,3.282,Cappuccino
2024-05-07,08:04,card,ANON-0000-0000-0882,2.382,Cortado
2024-05-08,15:02,card,ANON-0000-0000-0842,2.382,Cortado
2024-05-08,13:38,card,ANON-0000-0000-0082,1.812,Espresso
2024-05-08,16:49,card,ANON-0000-0000-1143,2.832,Americano with Milk
2024-05-08,14:07,card,ANON-0000-0000-0005,3.282,Latte
2024-05-08,18:07,card,ANON-0000-0000-0626,3.282,Hot Chocolate
2024-05-08,20:51,card,ANON-0000-0000-0260,1.812,Espresso
2024-05-08,10:55,card,ANON-0000-0000-0738,2.382,Americano
2024-05-08,12:31,card,ANON-0000-0000-0852,3.282,Cappuccino
2024-05-08,08:08,card,ANON-0000-0000-0770,2.382,Americano
2024-05-08,16:50,cash,,2.832,Americano with Milk
2024-05-08,11:56,card,ANON-0000-0000-0853,2.832,Americano with Milk
2024-05-08,07:00,card,ANON-0000-0000-1129,2.382,Americano
2024-05-09,13:46,card,ANON-0000-0000-0860,2.832,Americano with Milk
2024-05-09,09:06,card,ANON-0000-0000-0869,2.832,Americano with Milk
2024-05-09,09:36,card,ANON-0000-0000-0300,3.282,Cappuccino
2024-05-09,13:41,card,ANON-0000-0000-0742,2.832,Americano with Milk
2024-05-09,13:45,card,ANON-0000-0000-0013,3.282,Latte
2024-05-09,09:36,card,ANON-0000-0000-0241,3.282,Hot Chocolate
2024-05-09,14:37,card,ANON-0000-0000-1013,2.382,Americano
2024-05-09,10:16,card,ANON-0000-0000-0898,2.382,Cortado
2024-05-09,07:53,card,ANON-0000-0000-0840,3.282,Cappuccino
2024-05-09,18:59,card,ANON-0000-0000-0375,2.832,Americano with Milk
2024-05-09,14:01,card,ANON-0000-0000-0083,3.282,Cocoa
2024-05-09,08:33,card,ANON-0000-0000-0177,2.382,Cortado
2024-05-10,16:42,card,ANON-0000-0000-0201,2.382,Americano
2024-05-10,08:00,card,ANON-0000-0000-0967,2.382,Americano
2024-05-10,09:00,card,ANON-0000-0000-0139,2.382,Cortado
2024-05-10,20:57,card,ANON-0000-0000-0584,2.382,Americano
2024-05-10,15:58,card,ANON-0000-0000-0415,1.812,Espresso
2024-05-10,17:19,card,ANON-0000-0000-0267,1.812,Espresso
2024-05-10,13:55,cash,,2.382,Americano
2024-05-10,15:52,card,ANON-0000-0000-0531,2.832,Americano with Milk
2024-05-10,20:05,card,ANON-0000-0000-0651,3.282,Latte
2024-05-10,10:44,card,ANON-0000-0000-1161,1.812,Espresso
2024-05-10,14:06,card,ANON-0000-0000-0743,1.812,Espresso
2024-05-10,11:10,card,ANON-0000-0000-0534,2.832,Americano with Milk
2024-05-10,11:35,card,ANON-0000-0000-0643,1.812,Espresso
2024-05-10,14:11,card,ANON-0000-0000-0295,3.282,Cappuccino
2024-05-10,14:01,card,ANON-0000-0000-0704,3.282,Latte
2024-05-10,08:58,card,ANON-0000-0000-0788,3.282,Cappuccino
2024-05-11,08:25,card,ANON-0000-0000-0030,3.282,Hot Chocolate
2024-05-11,12:03,card,ANON-0000-0000-0497,2.832,Americano with Milk
2024-05-11,20:18,cash,,3.282,Latte
2024-05-11,12:03,card,ANON-0000-0000-0132,2.382,Americano
2024-05-11,12:48,card,ANON-0000-0000-1064,2.382,Americano
2024-05-11,11:57,card,ANON-0000-0000-1118,1.812,Espresso
2024-05-11,08:09,card,ANON-0000-0000-0301,3.282,Hot Chocolate
2024-05-12,17:50,card,ANON-0000-0000-0785,3.282,Cappuccino
2024-05-12,19:29,card,ANON-0000-0000-0095,2.832,Americano with Milk
2024-05-12,09:21,card,ANON-0000-0000-0238,3.282,Latte
2024-05-12,17:53,card,ANON-0000-0000-1089,3.282,Cappuccino
2024-05-12,11:24,card,ANON-0000-0000-0086,2.382,Cortado
2024-05-12,11:11,cash,,3.282,Cappuccino
2024-05-13,11:35,card,ANON-0000-0000-1113,2.382,Americano
2024-05-13,07:26,card,ANON-0000-0000-0373,1.812,Espresso
2024-05-13,08:05,card,ANON-0000-0000-0432,3.282,Hot Chocolate
2024-05-13,08:49,card,ANON-0000-0000-1194,3.282,Cappuccino
2024-05-13,12:40,card,ANON-0000-0000-0275,3.282,Latte
2024-05-13,14:06,card,ANON-0000-0000-1076,3.282,Latte
2024-05-13,13:50,card,ANON-0000-0000-1033,3.282,Hot Chocolate
2024-05-13,09:51,card,ANON-0000-0000-0878,2.382,Cortado
2024-05-13,17:05,card,ANON-0000-0000-0985,3.282,Cappuccino
2024-05-13,16:51,card,ANON-0000-0000-0755,2.382,Cortado
2024-05-13,08:57,card,ANON-0000-0000-0240,3.282,Cappuccino
2024-05-14,17:29,card,ANON-0000-0000-0324,3.282,Latte
2024-05-14,09:19,card,ANON-0000-0000-1187,3.282,Cappuccino
2024-05-14,10:12,card,ANON-0000-0000-0423,2.832,Americano with Milk
2024-05-14,18:27,card,ANON-0000-0000-0369,3.282,Latte
2024-05-14,17:57,card,ANON-0000-0000-0381,2.382,Americano
2024-05-14,11:39,card,ANON-0000-0000-0633,2.382,Cortado
2024-05-14,12:22,card,ANON-0000-0000-0755,3.282,Latte
2024-05-14,09:17,card,ANON-0000-0000-0026,2.382,Americano
2024-05-14,07:38,card,ANON-0000-0000-0793,3.282,Hot Chocolate
2024-05-14,17:36,card,ANON-0000-0000-0357,3.282,Latte
2024-05-14,17:18,card,ANON-0000-0000-0630,2.832,Americano with Milk
2024-05-14,11:12,card,ANON-0000-0000-0644,2.382,Americano
2024-05-14,14:41,card,ANON-0000-0000-0528,3.282,Cappuccino
2024-05-14,18:21,card,ANON-0000-0000-0761,3.282,Latte
2024-05-15,16:10,card,ANON-0000-0000-0387,2.382,Americano
2024-05-15,15:58,card,ANON-0000-0000-0428,2.382,Americano
2024-05-15,20:43,card,ANON-0000-0000-1158,2.382,Americano
2024-05-15,14:56,card,ANON-0000-0000-0813,3.282,Cappuccino
2024-05-15,08:09,card,ANON-0000-0000-0991,3.282,Latte
2024-05-15,20:34,card,ANON-0000-0000-0794,1.812,Espresso
2024-05-15,09:34,card,ANON-0000-0000-0950,3.282,Latte
2024-05-15,11:05,cash,,2.832,Americano with Milk
2024-05-15,16:24,card,ANON-0000-0000-0954,2.382,Americano
2024-05-15,10:29,card,ANON-0000-0000-0612,3.282,Hot Chocolate
2024-05-15,15:40,card,ANON-0000-0000-0049,3.282,Hot Chocolate
2024-05-16,17:51,card,ANON-0000-0000-0626,2.382,Cortado
2024-05-16,16:55,card,ANON-0000-0000-0956,3.282,Latte
2024-05-16,20:25,card,ANON-0000-0000-0230,3.282,Latte
2024-05-16,12:41,card,ANON-0000-0000-0036,3.282,Cappuccino
2024-05-16,17:57,card,ANON-0000-0000-0136,1.812,Espresso
2024-05-16,20:44,card,ANON-0000-0000-0201,3.282,Hot Chocolate
2024-05-16,07:02,card,ANON-0000-0000-0100,3.282,Latte
2024-05-16,09:20,card,ANON-0000-0000-1075,3.282,Cappuccino
2024-05-16,13:54,cash,,3.282,Latte
2024-05-16,10:07,card,ANON-0000-0000-1184,3.282,Latte
2024-05-16,19:51,card,ANON-0000-0000-0752,3.282,Cappuccino
2024-05-16,09:20,card,ANON-0000-0000-0323,2.382,Cortado
2024-05-17,10:07,card,ANON-0000-0000-0427,3.282,Latte
2024-05-17,15:01,card,ANON-0000-0000-0180,3.282,Cappuccino
2024-05-17,19:45,card,ANON-0000-0000-0019,2.382,Americano
2024-05-17,18:48,card,ANON-0000-0000-0388,2.832,Americano with Milk
2024-05-17,12:45,card,ANON-0000-0000-0658,2.832,Americano with Milk
2024-05-17,08:27,card,ANON-0000-0000-1004,3.282,Cappuccino
2024-05-17,10:42,card,ANON-0000-0000-0938,3.282,Cocoa
2024-05-17,10:26,card,ANON-0000-0000-0728,2.382,Cortado
2024-05-17,13:15,card,ANON-0000-0000-0496,3.282,Cappuccino
2024-05-17,10:41,card,ANON-0000-0000-0992,3.282,Latte
2024-05-18,08:19,card,ANON-0000-0000-0558,3.282,Cappuccino
2024-05-18,12:04,card,ANON-0000-0000-1195,2.382,Americano
2024-05-18,08:24,card,ANON-0000-0000-1112,3.282,Cocoa
2024-05-18,08:31,card,ANON-0000-0000-0330,3.282,Latte
2024-05-18,10:27,card,ANON-0000-0000-0642,3.282,Latte
2024-05-18,17:47,card,ANON-0000-0000-0101,3.282,Latte
2024-05-18,10:29,card,ANON-0000-0000-0002,3.282,Hot Chocolate
2024-05-18,15:03,card,ANON-0000-0000-0251,2.382,Americano
2024-05-19,07:21,card,ANON-0000-0000-0817,2.382,Americano
2024-05-19,15:50,card,ANON-0000-0000-1132,3.282,Latte
2024-05-19,11:16,card,ANON-0000-0000-1100,3.282,Latte
2024-05-19,11:39,card,ANON-0000-0000-0522,2.832,Americano with Milk
2024-05-19,14:51,card,ANON-0000-0000-0630,3.282,Latte
2024-05-19,13:37,card,ANON-0000-0000-0212,3.282,Latte
2024-05-20,07:40,card,ANON-0000-0000-0302,2.382,Americano
2024-05-20,13:11,card,ANON-0000-0000-1010,1.812,Espresso
2024-05-20,11:30,card,ANON-0000-0000-0354,2.832,Americano with Milk
2024-05-20,15:50,card,ANON-0000-0000-0252,3.282,Cappuccino
2024-05-20,20:38,card,ANON-0000-0000-0133,2.382,Americano
2024-05-20,11:21,card,ANON-0000-0000-0986,2.382,Americano
2024-05-20,16:53,card,ANON-0000-0000-0213,3.282,Latte
2024-05-20,11:22,card,ANON-0000-0000-0347,2.832,Americano with Milk
2024-05-20,14:00,cash,,2.382,Americano
2024-05-21,15:45,card,ANON-0000-0000-0422,3.282,Cappuccino
2024-05-21,10:43,card,ANON-0000-0000-0327,3.282,Cappuccino
2024-05-21,08:16,card,ANON-0000-0000-0235,1.812,Espresso
2024-05-21,09:01,card,ANON-0000-0000-0784,2.832,Americano with Milk
2024-05-21,12:14,card,ANON-0000-0000-0634,3.282,Cappuccino
2024-05-21,14:43,card,ANON-0000-0000-0098,1.812,Espresso
2024-05-21,11:23,card,ANON-0000-0000-0951,3.282,Latte
2024-05-21,12:37,card,ANON-0000-0000-0698,2.832,Americano with Milk
2024-05-22,11:52,card,ANON-0000-0000-0643,3.282,Latte
2024-05-22,13:23,card,ANON-0000-0000-0642,3.282,Hot Chocolate
2024-05-22,09:00,cash,,2.382,Cortado
2024-05-22,18:58,card,ANON-0000-0000-0120,3.282,Cocoa
2024-05-22,14:24,card,ANON-0000-0000-0869,3.282,Cappuccino
2024-05-22,20:05,card,ANON-0000-0000-0231,3.282,Cappuccino
2024-05-22,13:44,card,ANON-0000-0000-0409,1.812,Espresso
2024-05-22,10:27,card,ANON-0000-0000-0535,1.812,Espresso
2024-05-22,09:09,card,ANON-0000-0000-0855,3.282,Latte
2024-05-22,11:27,cash,,2.382,Americano
2024-05-22,11:28,card,ANON-0000-0000-0582,3.282,Hot Chocolate
2024-05-22,12:11,card,ANON-0000-0000-0923,3.282,Cappuccino
2024-05-22,15:52,card,ANON-0000-0000-0719,3.282,Cocoa
2024-05-22,10:36,card,ANON-0000-0000-1194,2.382,Cortado
2024-05-23,12:52,card,ANON-0000-0000-0466,1.812,Espresso
2024-05-23,12:04,card,ANON-0000-0000-0394,2.382,Americano
2024-05-23,09:52,card,ANON-0000-0000-0978,2.382,Americano
2024-05-23,10:54,card,ANON-0000-0000-0794,3.282,Cappuccino
2024-05-23,12:24,card,ANON-0000-0000-0086,2.832,Americano with Milk
2024-05-23,20:03,card,ANON-0000-0000-0170,3.282,Latte
2024-05-23,15:49,card,ANON-0000-0000-0048,2.832,Americano with Milk
2024-05-23,10:37,card,ANON-0000-0000-0044,2.382,Americano
2024-05-23,14:02,card,ANON-0000-0000-1174,3.282,Latte
2024-05-23,18:33,card,ANON-0000-0000-0712,3.282,Hot Chocolate
